CSE_PROD,CVE_PROD,NOM_PROD,DESC_PROD,UNI_MED,UNI_MED_P,COSTO_PROD,F_ACT_CTO,F_ACT_PRE,CTO_ENT,LOCA,STACLAS1,STAIVA,PORCENIVA,CVE_TIAL,FEC_ENT,CTO_ANT,FEC_ANT,CVE_MONP,CVE_MONC,CVE_MONA,STALOTE,DIASVIDA,CONLOTE,CVE_RIE,PZAS,PESO,PRECIO2,PRECIO3,CVE_CLASI,PRESENTA,STAENV,CVE_ENV,CONTABLE1,CONTABLE2,CONTABLE3,CONTABLE4,CONTABLE5,CONTABLE6,CONTABLE7,CAPACIDAD,DESC_PROD2,CONV_VAR,CVE_CARAC,BASE_PROM,FACT_PESO,FRAC_ARANC,PORCADVALO,STARETIVA,KIT,DATO_1,DATO_2,DATO_3,DATO_4,DIASREQUER,DATO_5,DATO_6,DATO_7,DATO_8,SUB_CSE,SUB_SUBCSE,CODBAR,STAPITEX,TRANS,STAIEPS,PORCENIEPS,PROV_STD,LISTA_MED,GRAL_MED,PROV_MED,CLIE_MED,IMAG_MED,MAXM_MED,PROMUEPEPS,COSTUEPEPS,PORRETIVA,STARETISR,PORRETISR,COSTOPROM2,MES_MAX,MES_MIN,MES_PR,CADCAPT,MRGPROD,PORCMRG,REGYABLQ,UNI_EMB,PBASEPR,DCTOPB1,DCTOPB2,DCTOPB3,DCTOPB4,DCTOPB5,DCTOPB6,CVEDE1,CVEDE2,CVEDE3,CVEDE4,CONFLOTP,CONFLOTS,CONFLOTR,CONFLOTI,CONFLOTL,CONFLOTM,CONFLOTF,FVERIMOV,UNI_IEPS,MONTO_IEPS,IVA_IEPS,TIPO_IEPS,CHKPREDIAL,CTAPREDIAL,KITPCAL,NOPROMOP,PESOP,ALTOP,LARGOP,ANCHOP,C_PRDS,SUG_USO,USO_PRD,STAIMPTO1,STAIMPTO2,PORIMPTO1,PORIMPTO2,EQUI_MED,DATO_9,DATO_10,DATO_11,DATO_12,PORM1IEPS,UNI1IEPS,MONTO1IEPS,IVA1IEPS,PORM2IEPS,UNI2IEPS,MONTO2IEPS,IVA2IEPS,CVE_STCC,CVE_MAT_PE,ESMPELIG,CVE_EMB,MAT_MOST,NOOBJI,ACTFIJO
MED,COL16,,UROVEC CAPS C/24 (TETRACICLINA SULFIO,PZ,,51.22,,2025-08-22,56.0,,0,2,0.0,1,2025-08-22,0.0,2025-08-22,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,235.87,,0.0,2,0,226.00,,0,CAJA120,0,,,,,,,780083140250,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,56.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51101500,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL17,,AMPIGRIN PFC PEDIATRICO 30 ML(AMANT/CLOR,PZ,,0.0,,2025-10-09,18.0,,0,2,0.0,1,2025-10-09,0.0,2025-10-09,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,136.52,,0.0,2,0,97.00,,0,CAJA110,0,,,,,,,780083148584,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,7.505,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51161800,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL18,,DUO ANGLUCID TABS C/30 (METFORMINA-GLIBE,PZ,,0.0,,2024-08-27,16.0,,0,2,0.0,99998,2025-02-20,0.0,2024-10-09,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,156.77,,0.0,2,0,0.00,,0,CAJA100,0,,,,,,,780083142230,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,15.91978,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51181500,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL19,,ALUPREX 50MG C/20 CAPS (SERTRALINA),PZ,,17.0,,2025-07-07,17.0,,0,2,0.0,1,2025-07-17,0.0,2025-06-30,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,463.08,,0.0,2,0,0.00,,0,CAJA152,0,,,,,,,780083143565,0,3,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,17.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51141600,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL20,,ZZZZ ANGLUCID 850MG C/30 TAB (METFORMINA,PZ,,0.0,,2025-01-23,10.5,,0,2,0.0,99998,2025-02-14,0.0,2025-02-14,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,195.47,,0.0,2,0,0.00,,0,CAJA120,0,,,,,,,780083141714,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,23.27,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51181500,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL21,,BEXINE GOTAS NASALES 15 ML (DEXAMETASONA,PZ,,0.0,,2025-08-15,26.0,,0,2,0.0,1,2025-08-15,0.0,2025-01-14,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,168.66,,0.0,2,0,0.00,,0,CAJA200,0,,,,,,,780083139544,0,3,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,22.5,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51181700,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL22,,BEXINE INY 2 ML SIN JERINGA (DEXAMETASON,PZ,,7.0,,2025-06-25,7.5,,0,2,0.0,1,2025-09-03,0.0,2025-08-30,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,101.27,,0.0,2,0,0.00,,0,CAJA100,0,,,,,,,780083141516,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,7.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51181704,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL23,,BLOCACID CAP C/30 (NAPROXENO CARISOPRODO,PZ,,0.0,,2024-03-20,25.66,,0,2,0.0,99998,2023-08-11,25.66,2023-08-11,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,216.0,,0.0,2,0,0.00,,0,,0,,,,,,,780083142070,0,2,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,25.66,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51151900,False,,0,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
MED,COL24,,BONAZIN  INY 1 ML (MECLIZINA PIRIDOXINA),PZ,,16.0,,2025-08-11,16.0,,0,2,0.0,1,2025-09-08,0.0,2025-08-12,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,92.86,,0.0,2,0,553.00,,0,CAJA200,0,,,,,,,780083139575,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,16.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51171800,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL25,,BONAZIN GOTAS 10ML (MECLIZINA PIRIDOXINA,PZ,,0.0,,2025-08-15,25.0,,0,2,0.0,1,2025-08-15,0.0,2024-09-17,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,103.99,,0.0,2,0,0.00,,0,CAJA243,0,,,,,,,780083139568,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,25.0,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51171800,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL26,,BROSOLAN JBE 120ML (AMBROXOL),PZ,,19.01417323,,2025-02-18,20.0,,0,2,0.0,1,2025-09-24,0.0,2025-09-22,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,117.0,,0.0,2,0,482.00,,0,CAJA50,0,,,,,,,780083140960,0,3,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,15.28,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51161800,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL27,,COLLICORT CREMA 1% 60GR (HIDROCORTISONA),PZ,,27.89914544,,2025-01-30,29.0,,0,2,0.0,1,2025-09-24,0.0,2025-09-22,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,200.1,,0.0,2,0,0.00,,0,CAJA 50,0,,,,,,,780083142537,0,3,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,27.89914544,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51181700,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,False,0.0,0.0
MED,COL28,,COLLIFRIN ADULTO 0.050% (OXIMETAZOLINA),PZ,,0.0,,2024-03-25,25.0,,0,2,0.0,1,2025-08-21,0.0,2025-08-20,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,113.76,,0.0,2,0,551.00,,0,CAJA126,0,,,,,,,780083144302,0,1,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,13.43,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51161901,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,True,0.0,0.0
MED,COL29,,COLLIFRIN INFANTIL 0.025% (OXIMETAZOLINA,PZ,,2e-07,,2024-12-13,23.0,,0,2,0.0,1,2025-06-20,0.0,2025-06-19,1,1,1,1,0,1,,0,0.0,0.0,0.0,0,,0,,,,,,,,,0.0,,0,,False,110.88,,0.0,2,0,483.00,,0,CAJA126,0,,,,,,,780083144296,0,3,0,0.0,0,,1,1,1,1,1,1,0.0,0.0,1,0.0,13.29,0.0,0.0,0.0,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,0,0,0,0,0,2025-01-01,,0.0,0,0,0,,0,0,0.0,0.0,0.0,0.0,51161901,False,,1,1,0.0,0.0,0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,True,0.0,0.0
